GiftId,Latitude,Longitude,Weight
9,111.089758191,-2.68531605304,1
73,104.507355808,11.5538434842,1
142,100.710210023,15.8001489711,1
185,116.818826,-8.72623276439,15.9145452248
219,127.676283644,0.406208341311,9.784592045129999
299,98.6964256361,2.42044518348,1
316,105.595015226,9.4576130878,21.1076899779
351,103.77631798,19.582037605,22.7193499884
359,101.724853499,13.0205995014,1
388,144.79634821,-7.44442585246,1
425,121.534829496,17.7299609729,1
435,98.2126583878,15.3116819878,11.1542691149
506,120.873264933,17.5586534515,25.8611245487
686,141.191982829,-6.80176330835,1
727,97.3471466866,19.9314971684,1
732,121.454238339,15.8400462352,1
747,98.5314981592,19.5092658293,1
762,99.3754234795,17.3864223142,1
805,104.019835649,19.5820064389,38.6952407953
820,114.206913094,-3.05024779725,1
846,102.863525371,-0.0973780947336,16.6281828701
938,138.72998811,-6.08694772372,2.65840904978
990,111.802847328,-1.94904393581,5.30743786888
1027,117.118777055,6.45171685355,1
1164,149.944206057,-5.61425257733,1
1168,102.690675052,18.6073409658,19.4288073472
1187,104.612464368,13.4490443672,1
1206,130.748941572,-1.15393956486,1
1220,125.439366933,6.11672384495,12.4548938852
1262,112.36924412,-2.83044003356,1
1263,121.158530155,-2.20265282733,3.33866565718
1288,102.323334365,14.5499023883,30.3358599256
1294,104.487188703,13.943932467,50
1326,120.153488547,-3.86434209306,1
1355,139.57336194,-3.3162393984,31.7805093812
1371,114.790236376,2.76727126008,43.2523585337
1428,138.09401549,-3.77115944334,18.3769860235
1462,119.555179125,-4.73135797228,50
1470,116.679718983,3.2683412615,1
1484,140.497723268,-3.71938156918,12.0656249672
1486,96.8431349416,4.78632015983,1
1496,94.7904991951,15.8996097609,16.9337473436
1543,106.323750516,-6.50404477298,6.30907319964
1575,100.449615259,-0.134183093391,1
1624,121.938942728,0.475735358491,22.6265178052
1658,102.118820427,5.97180070896,25.7157075504
1665,120.678698525,16.1306178789,1.79716819325
1692,102.898492066,-0.995508687132,31.9070827276
1827,140.285596078,-2.43405090796,29.1801242922
1897,114.328579596,-0.515510658599,1
1928,102.21579577,16.4900123032,5.5226434484
1979,104.681002782,12.4604174723,1
1985,108.114996362,-2.71909008405,1
2008,121.987939239,-3.36746935705,7.44486267146
2015,131.698115145,-1.06444696546,42.0541728048
2024,135.513514257,-4.13538058355,18.8434140822
2039,97.50668026309999,17.7454636015,22.2988486143
2064,102.420468296,-1.72079772752,26.6045398282
2076,142.605955133,-5.18318233926,8.861368621700001
2081,105.727994104,17.7957515515,23.0233251623
2088,151.387250187,-5.11579141802,20.4229817028
2139,109.518082359,-0.290573624395,1
2143,125.499411393,7.890929721,11.1470101831
2175,109.171264914,0.272584541317,1
2225,102.945709977,13.7985177124,1
2234,123.520117849,0.827596476728,24.328107749
2253,109.946562188,-0.360968154495,1
2272,124.745929479,6.3226160056,7.61466105658
2303,133.733728126,-2.08829170208,1
2346,114.310476446,0.668842979864,1
2355,102.645643691,14.4134822142,19.4085846558
2420,101.771798832,5.17713536551,1
2459,122.158088498,11.6597131937,1
2471,103.830764767,1.42958579395,1
2476,113.246091242,1.77727690151,23.5138484338
2524,102.361110477,13.1667778235,1
2546,101.20429383,15.3812606787,49.2957295927
2556,140.738455606,-8.09408296738,14.8644274591
2634,111.732713743,-1.16626975456,1
2678,113.833280677,0.54285842776,1
2686,115.783891942,2.8271651062,1
2919,146.650359388,-6.10367398161,1
2947,96.84176003029999,17.938820347,22.1042650646
2990,115.420997931,-0.651653427624,12.4609327584
3017,115.346421688,4.86888978411,24.2231508983
3061,107.556766309,10.8129910768,1
3099,104.258851982,16.0698749809,19.0491071162
3107,123.139067602,8.495480034270001,1
3116,100.143760899,7.2467983764,1
3193,115.943621082,-3.29035678517,31.4997054657
3233,104.381185639,14.4255083476,1
3274,102.25199367,4.92263908905,29.8268961949
3284,122.148156986,-3.08642452072,23.605301104
3286,93.7463460422,19.4230786861,37.6544789349
3313,105.825761718,9.437512840169999,10.1129939249
3348,101.451384565,13.0377592854,22.3735495944
3402,107.201751189,11.4645337781,1
3418,112.769327054,-7.01480002455,29.5685184874
3427,120.610614487,17.35451109,30.5366881558
3429,116.864502994,5.73549021888,1
3433,144.55583036,-6.01836725325,1
3528,116.969568285,0.4759113977,1
3565,108.633473372,14.2484986408,1
3606,104.873666322,19.8544535426,18.4844497538
3635,104.538144357,-4.42445437703,1
3648,144.857244179,13.6067332409,15.8861750691
3649,106.917323968,16.267931775,22.8862459429
3666,104.802873646,10.6568229314,10.7800172314
3788,104.245713873,10.7406484451,1
3862,135.703226907,-3.67586839,1
3885,102.583747408,0.715685919438,27.6808634444
3914,125.723384864,9.246251311849999,9.200819020320001
3934,113.136280846,0.581994402089,25.2969285675
3989,120.012168971,16.1437666745,13.2569000234
4005,104.757244456,20.3554199679,14.614090371
4024,98.4616905094,3.42172218383,9.25495040227
4047,121.143427949,15.1110845656,1
4079,133.406647825,-1.02403241782,1
4106,124.812046009,6.65396250336,1
4122,122.249468173,11.2954632471,1
4175,139.316450031,-3.49630970104,20.6682235272
4203,105.100268238,11.6208081104,23.9129993522
4208,105.092283065,10.4185901386,28.7311408522
4229,115.536528018,2.46011075532,24.7567281336
4253,101.455461457,-2.31831976723,40.3205893494
4284,107.048308761,10.9307336537,17.6700267056
4288,97.3753883836,17.4813450946,1
4301,146.610822183,-6.13075744101,2.0306615347
4349,104.778531356,15.5887385849,21.6358253196
4352,115.635856196,0.998197352253,1
4373,115.990006857,4.27519436105,1
4392,129.572211794,-2.81056853716,18.6479885435
4478,124.687541191,6.68781644329,1
4558,104.690129591,13.5098232617,10.202664341
4601,120.92023668,1.24299275325,3.88375567163
4624,104.389813395,15.7404023691,16.7402281741
4663,151.68086659,-4.90926540003,1
4666,116.411300132,0.435281731896,1
4708,114.825290263,1.62220317181,11.0767539096
4752,111.025127123,0.574186388139,1
4778,96.5571019331,19.1111467946,1
4818,101.478252246,-2.62399974547,1
4838,103.484165679,20.131166852,1
4856,103.262955433,-3.56709263223,11.5825161186
4890,108.900001927,19.0556274377,1
4928,100.871729343,6.30384201199,4.19704081848
4931,116.673110202,4.32933010695,25.1296736161
4958,104.769488352,11.0351316514,1
5113,123.340869489,10.4688443253,50
5115,116.838586241,-0.760996665969,38.9700120169
5121,136.659977255,-4.17335254241,22.3686789531
5149,116.085622896,5.48663510289,24.4134426589
5152,143.100637882,-7.45529296549,11.7480781485
5155,143.862064573,-6.67398114271,21.4123294643
5168,100.081311313,1.76294989361,1
5212,102.868348098,15.5795452038,18.2894014807
5216,146.474895585,-8.392702096660001,19.5107053224
5225,113.978223136,0.246322502586,35.3060118576
5286,112.845781659,2.05861108615,21.8193283609
5311,99.2429273138,7.78352157122,1
5364,94.82479010749999,20.0277674045,1
5399,101.746704398,14.2580578204,34.3972406788
5405,102.313717006,5.43025628543,1
5407,123.574453272,0.611781276874,14.5702984646
5450,116.122079784,2.35937739956,34.0734120043
5451,135.613169093,-3.89780712517,1
5560,96.6636561724,4.85791851998,1
5567,113.69660789,3.55846925243,50
5568,125.952508799,-9.082216209229999,20.420590647
5592,105.436241007,-2.6687031626,1
5640,111.655082181,-7.19489768161,16.0527549948
5657,111.867970884,2.22317325431,44.4538269353
5804,103.136381272,10.8753053956,31.8941361166
5805,101.303781331,16.3846559336,1
5817,142.534170588,-5.20218144936,42.9787613143
5819,115.470793312,4.01956305992,10.1420600749
5917,140.833494913,-3.09565662482,1
5948,108.457356744,12.1199964982,1
5969,113.355253911,2.48519951098,3.40885992941
6019,107.225043983,13.4915906703,1
6075,92.75656111950001,9.123801440359999,1
6177,102.966731482,17.2761289785,7.5398242359
6233,127.852609383,1.74008818867,19.4397060763
6261,104.892796968,20.3361658956,6.00790605365
6300,94.3754931085,20.3522642719,1
6362,140.722230779,-6.50813714175,7.69011528588
6391,112.116144452,2.7667943141,7.46739218967
6410,105.131191137,-4.77072334147,41.0863020623
6428,110.745351831,19.7625246073,1
