GiftId,Latitude,Longitude,Weight
25,10.2652145163,52.2185240181,26.4288451951
36,12.0027990632,31.0459810433,14.2824527613
46,38.3591767147,67.7261456251,1
47,14.7260593997,29.9616935113,1
64,28.5363373158,54.2506583091,16.164569548
68,7.92752316492,32.4259621422,2.31987181403
74,32.9667391748,27.0940818716,1
78,10.5466679122,28.7717125999,30.4433547085
96,25.790835783,54.8107513024,23.5285297375
101,28.4016733537,27.812137557,21.1034364745
124,-6.24568251808,33.6765214879,16.28710467
141,8.520362849190001,45.1572230457,12.3398264949
145,8.09779743324,25.5937798511,4.59831641759
147,-3.80915753887,56.5315903859,1.51669242263
160,15.9276825214,51.8480067941,1.77205302881
174,3.19554935239,33.2007024829,4.62280705244
189,30.8406933624,60.485220084,1
190,31.116441405,49.6310678011,1
193,37.1944415503,51.0629055493,1.1522644635
208,37.4584229482,34.7591914968,1
225,3.63621187819,46.2396007365,25.4048623228
226,5.65922421283,59.6595277985,21.4237996884
235,4.67330141368,52.150455145,6.40468777353
237,27.1892996733,49.0171536928,1
239,39.6633856026,50.9885365002,13.5459738174
266,-6.95517675496,39.3187899012,1
269,10.3759543241,44.3042524761,13.2884779494
275,7.84506310393,33.3126695242,1
276,13.1086138039,64.7742808831,3.95778872984
286,-5.23120661625,32.5310726325,30.8593834747
298,26.0343385506,69.8228906163,1
320,15.8928785785,38.1124652569,30.993396266
323,35.2918767724,38.1283217523,3.67115875299
329,8.683902810539999,29.2527828178,17.2628861217
409,11.0888826062,45.4642360744,1.26509350241
410,6.86993087627,31.0030115043,27.6646327055
413,20.6627470662,63.9528153613,1
414,16.3001439964,68.2406405724,24.1253587266
416,25.6247655818,25.213544776,6.18287363121
428,23.8787118533,40.9488812228,27.2332132151
444,31.782870376,59.944184236,23.6172281858
450,10.3778616081,55.0894921912,19.2206125147
456,24.8923732658,57.4616013002,1
462,18.042014947,43.7171813106,1
485,31.8748896828,26.1036353429,1
490,24.1680671009,54.8663461862,29.4204149644
492,-36.5853930534,67.0205266179,1
498,11.0925450705,59.3838922131,42.091157032
501,8.512212474649999,29.7475791556,7.94860414812
511,-0.882481195789,44.1478365744,35.222120885
525,0.952224973637,44.5157748918,14.0332629017
527,-2.90037285888,54.9734414857,28.4534470749
541,27.2704438114,67.5798538162,19.4067307377
573,21.3550918811,37.8190597776,4.75962207101
582,37.8630589997,32.7605247962,28.6620903293
618,30.8971418765,31.2019824439,1
623,-3.73479976711,41.027631265,5.43703696019
627,15.653757338,60.2119052879,17.7975455688
640,-5.04848660383,40.3830407341,9.394821521480001
658,39.3507918946,49.0106905074,5.76147316281
659,8.93585587726,48.5084268854,9.147307229660001
668,23.0927441114,55.9246991073,24.1922360666
690,22.643000903,26.1677619694,3.82914272722
703,15.6945760172,29.1124621176,1.63079745631
716,39.1248344768,58.5534363043,16.3016649528
724,29.648875857,66.488679758,1
739,15.6429209191,53.2936621038,2.57212620135
748,35.8361931476,61.447628423,1
753,7.00538850197,32.8600351372,1
773,-3.3719337585,31.4662720984,1
777,9.565660830060001,39.6893354819,11.4616306887
779,8.16486960178,28.516519829,4.71992338092
788,1.22469396589,31.6751552457,16.5898218239
799,39.8380577404,44.4804335193,1
821,-6.93142538682,33.3273069995,1.35428466497
830,29.3798642231,30.7914234517,15.4703857736
844,38.3780104699,47.4934041479,8.083506142639999
860,4.54429487799,32.3556875451,1
883,17.6014610628,47.5483168343,1
890,-6.3192717666,29.2418212883,14.8144978192
896,17.7843540615,59.7211360259,26.727603085
917,33.5408388728,30.1370276292,45.4453083351
927,-4.48835551936,55.5734574823,7.62544695807
939,3.77558999969,44.1383084489,1
940,-3.48758467713,41.3391908201,1
954,22.3081738415,36.9167764524,2.43664866208
967,2.3350736862,31.5297202371,2.54784918718
983,10.6250446444,61.6607421572,29.1527870603
998,39.4852444934,37.1253719296,24.2764517507
1022,23.2470892114,43.5096794949,1
1048,27.0139083718,45.2357846175,19.3338222413
1050,-25.1489356455,36.958326759,1
1068,-0.811170843019,25.229763599,1.61621353877
1073,23.2835266288,46.5436106112,31.3996590023
1075,37.7352717772,51.4773755718,22.5437625155
1081,13.1746473287,53.5101257134,27.4476045539
1090,32.5597794372,25.5956889014,1
1092,12.7483465792,25.0060179108,1
1103,33.6897725694,50.6061756893,1
1115,-2.35420855411,28.7027188485,22.8325716099
1138,-21.8876286045,64.71160227129999,20.7990823016
1144,34.0905146379,47.5036340263,23.0707503892
1183,30.4572963633,57.3457008663,1
1210,7.0476921872,30.3557453153,16.5800236142
1213,23.6944685449,46.1715594875,34.5123215007
1225,19.9571413617,30.0064261213,37.5146335066
1233,14.6064817691,30.9715449844,10.9382530452
1236,-22.9516336909,64.831986832,18.1334088905
1243,0.07637213957279999,52.5514468218,3.40388195266
1250,19.6970298878,60.2030860972,26.2890374261
1261,16.1831526362,31.0918248688,1
1266,29.7266442056,47.6893651281,10.6295242075
1270,3.07548887814,32.7478070009,9.94634137684
1283,31.6453373562,57.2709143616,22.1851705923
1284,38.9274733837,44.287814445,17.3809654762
1291,9.43896441467,59.0361337169,1
1293,18.0226813671,27.1175365258,1
1301,12.6177360467,58.0384195712,7.90584872241
1302,8.3922369331,30.7288350521,23.7787009559
1303,13.8403796316,56.2965548901,1
1304,-1.76064159419,52.0840086245,3.9698482356
1314,31.7190294956,30.7590002217,4.44467890311
1318,11.8521210886,47.7247373533,1
1323,16.1357866072,50.2927061167,50
1331,30.8208162402,66.7651805056,16.602801322
1335,22.6756975996,60.2496213683,1
1337,26.193726609,28.4943379944,29.4191357726
1346,19.4710178749,28.3356177845,1
1362,1.41468367831,49.0188069567,1
1377,-2.06189163252,34.3968321525,1
1388,22.6202830324,37.7696410243,1
1407,-0.433652319695,46.6395162053,1
1408,25.6862479011,50.0018989342,6.55706748241
1420,23.2987840661,28.3635375989,38.5495442313
1444,-12.6718954322,25.7458311885,1
1451,21.8083147818,50.9320485326,42.2214325857
1459,25.241807527,46.5897147355,1
1463,21.1095447844,45.1307065789,10.6531096648
1483,15.7500447118,48.3302170426,31.9189013264
1495,37.7490973527,67.85081293250001,1
1597,39.1021238565,39.2896364121,20.261335697
1601,20.4950374415,65.3299133491,1
1605,-5.57478935942,34.6559153406,1.0425982829
1608,27.3484841347,29.4341161649,38.7819419638
1633,-32.4633112817,68.8263440603,24.6815255441
1634,29.1281908806,58.0912974769,3.37630468627
1647,21.8050880103,65.5890822577,1
1656,3.10284734277,45.8677702575,7.00073107782
1679,31.2900867256,56.6529594888,9.21397891891
1688,-8.472778892559999,33.1397570402,1
1703,32.9541958878,38.5622186105,1
1724,20.3229586607,68.7976294966,31.9980131738
1725,-3.13258866323,32.4916982525,1
1731,37.5528753801,62.4899738637,39.5667116844
1732,22.27059211,26.6386145896,34.4658712369
1736,34.1769771065,61.5132043038,1
1749,4.38321722831,43.899748297,50
1757,-4.09742862987,25.3712974727,28.5023957912
1759,26.6374943742,45.7861174329,50
1761,11.4049634838,53.7094807085,17.8447001135
1766,33.8850342185,30.4603913199,31.8853776783
1779,19.5370212614,64.12893167439999,1
1786,0.361082605516,34.9759634005,18.1518049492
1813,39.2552353695,58.9846285088,16.7116493329
1820,2.226742383,49.6788457856,50
1834,38.852515445,28.2013773231,1
1836,39.873260555,39.4683118088,1
1859,38.8979343044,55.0868109359,1.12125225668
1876,9.01264285946,46.8927799659,10.7847957362
1881,30.5886456604,50.843231749,40.8136682406
1895,-8.06590968319,30.6725144358,16.5517192742
1904,25.3603972458,51.7310176759,4.8789340211
1920,28.3278803345,67.5543962305,1
1921,-0.49443541845,26.81217601,30.685483383
1956,-3.45457799134,40.9215514516,1
1974,0.514975092559,34.0307406483,1
1990,-4.86107909081,27.321688443,1
1994,29.3510786509,29.9942103466,19.8430122158
2011,27.1954534778,26.0744194917,14.8042216984
2014,0.956157831895,49.0329764079,13.878039636
2018,-0.178718575452,52.7887252651,1
2028,34.9149944878,46.716150438,1
2035,0.896715700707,27.8257149098,49.9540138986
2041,39.9049112464,30.6888764615,32.026660285
2042,25.6711746125,52.376286631,17.6672100852
2062,8.084792891479999,31.2224892474,1
2075,-8.940718983069999,52.2998880664,1
2084,-5.93198049962,38.2137088785,14.356845392
2086,19.9881999801,42.0894982545,21.395306042
2101,10.4256998695,32.3374845593,1
2135,35.6203640267,40.6309111726,22.4994861068
2138,24.995340825,54.4915502248,10.7801518164
2162,36.4170174298,31.9725575872,15.6576587043
2185,2.44208228694,26.297587253,17.4320914181
2200,9.55564131877,45.0071027998,1
2209,24.3529077688,60.289048007,1
2215,17.2025095401,51.7601276462,3.7909642684
2221,-4.13100359442,30.6265812354,16.0536139459
2222,10.5166802149,61.4524958336,30.3793458448
2228,0.494707083825,28.6513121834,31.2872137837
2237,31.4066094798,39.2071499406,5.31890474534
2242,30.1168659925,37.7426320469,1
2250,-22.4240850667,66.0289645583,13.6588575235
2257,14.8621682274,31.6813076092,42.9841084252
2259,4.38776235958,27.3664633104,14.698278869
2267,11.5170459914,53.7285797872,6.21325833553
2269,22.4973627544,53.7977257617,1
2271,12.4897801724,29.2885753184,1.85971923858
2286,9.666378260209999,34.3708946753,30.7324904885
2287,2.60667322196,28.2924799649,35.3875783145
2289,5.17888441776,26.0272752999,21.505604459
2301,-6.03768574708,43.4668525225,17.9218261025
2319,32.9855631171,40.4474845599,7.51919392672
2335,-8.48294274887,51.879392942,1
2340,25.03732083,25.4288674049,1
2341,16.1329629129,48.3937357527,5.75586040413
2348,25.7240848656,29.9312558799,10.0013118958
2365,6.8970121868,29.152427583,1
2383,35.0181184888,56.5617694659,22.2281750117
2390,14.1429438979,48.8605519472,48.7948897644
2391,-4.50341091979,36.656077911,1
2402,24.8541271254,53.4218331165,1
2428,-0.802208324883,45.1154901155,17.9877425417
2435,24.2025678249,35.4469112675,50
2441,9.444633019039999,48.2522110624,1
2454,32.3421860297,27.2451340144,3.3974854821
2458,19.8382573097,53.1856842861,1
2475,18.3604161796,44.1478622699,33.1543530078
2480,24.9389264281,54.2009949358,17.7026708264
2482,28.5784100875,25.6017595886,1
2483,32.4144192811,56.2169883864,1
2508,25.5003270725,43.4155907359,46.0622040772
2522,23.3860327277,27.2661674652,1
2530,25.0381444867,55.8458230544,1
2542,39.4087622107,46.8598272072,19.8681922259
2543,35.5881700333,41.4935454896,1
2554,5.12855278656,34.3241836695,1
2572,14.7129546638,26.0244062934,1
2576,22.892500954,43.8367671827,11.1398207523
2610,5.39296713676,26.9742921997,1
2629,-1.70716775542,30.6636702159,38.6229552792
2640,9.12896326447,33.5170006679,1
2645,-21.9587284243,64.8364609864,20.7369138755
2652,4.06578188742,49.6914792102,11.2797560404
2660,-8.03881438586,25.7135217156,1
2666,-9.639277882729999,29.1907278623,1
2675,15.1554916606,26.6099379329,6.1997545428
2692,37.6421219761,30.8994884351,1
2703,2.58639392564,48.9411720227,17.9964717194
2704,-8.474708648409999,39.699350913,1.77943562158
2721,-4.63504064035,34.928900853,1
2743,39.4346319586,63.8430334701,1
2757,-3.14548420383,29.6413546345,1
2786,30.837868441,54.999221303,29.2205643115
2792,-8.91604658302,25.4661104629,25.6166262665
2803,-3.44007827343,25.8805645563,5.60445185917
2812,31.1282994403,51.0329960823,45.080224834
2832,16.7171903615,30.6695381857,40.9282563021
2833,9.587793980100001,61.6325141307,20.0558733313
2861,15.547914616,43.9137848972,27.7065209924
2885,8.161178491879999,32.6776693019,40.7460466597
2889,14.4414789248,59.6248250341,3.2830091313
2903,-0.237475443891,48.5456098386,1
2906,30.7834092412,26.7231689788,33.3446402694
2911,-1.28055468859,31.8207701276,15.8644189239
2920,39.1294999329,35.7261639455,50
2987,18.6287547047,28.811430784,50
2999,11.9110754783,30.8248337723,7.78244442816
3019,24.8929836826,50.119997641,8.94013516951
3020,15.154110333,61.4163094479,19.643145855
3022,9.315052666270001,28.2492506634,13.4441524277
3028,5.33548038897,30.8714030706,1
3035,-3.28541798495,30.3225649302,17.8538963298
3036,18.8497734216,59.6126786252,1
3042,-10.1127050626,29.4371361199,7.67140963194
3047,23.2626196227,51.7681873234,11.2869165376
3076,-1.87891872346,38.2585708664,50
3079,4.56557932175,50.1169905735,15.6643552596
3083,15.8211303992,28.7052389144,1
3088,1.79066194595,42.5705254967,37.4903761369
3117,24.9271332844,48.6254728501,8.225416534360001
3127,14.2032326892,46.0359852787,18.4245337863
3128,7.88219185228,33.3547425449,1
3166,23.1076703804,30.6199870351,21.7227186096
3173,15.7908289908,25.1686986891,2.90118430822
3178,14.2859321127,58.5736245982,1
3189,8.441466134140001,40.6420111995,1
3191,2.26204841467,25.7133042087,14.0283304845
3196,26.094745006,44.3142394435,48.509465788
3220,7.80309239808,59.2850609163,17.0585000965
3249,35.1419317366,32.0442506927,20.5871048334
3260,31.4100403665,62.9922663127,1
3267,38.4195940544,27.8745768381,1.68787857388
3272,-4.65238989462,33.2705867295,13.2957550018
3275,33.7162230186,58.6812764352,6.62513868142
3278,35.8651862729,28.1650389457,42.728668612
3287,30.5621715563,63.5936469059,1
3299,13.4335241195,31.8174269662,1
3301,8.79444848767,45.1805068785,1
3304,31.6225594461,29.9623436305,1
3331,11.1321725236,43.6577875666,1
3340,36.7115311145,60.680429588,15.7772974518
3345,7.93292555892,52.0308328396,1
3346,30.4459014444,39.0334326004,10.4097665742
3359,17.4634632625,52.8718450301,21.5822537697
3364,29.5995948158,54.0094777111,1
3391,-38.4657593914,69.68410954079999,13.8582207411
3396,12.9324085508,29.152057031,44.1723439651
3399,2.74849436215,47.7653821377,27.6794968574
3410,37.2918425083,50.4255747057,1
3439,29.2948579809,25.1350854994,11.1688102541
3441,29.9797611539,50.8750758366,50
3442,39.0905903531,45.1724802051,18.5056962706
3451,16.913357185,62.614818798,1
3453,-7.33426515218,37.8199725006,10.5425703947
3456,-1.16754201576,29.6747474143,15.6852905946
3457,22.5597207574,67.54723282729999,1
3466,36.7996105075,37.6713842044,21.6556185309
3470,17.5627652287,45.6477960985,10.308785915
3471,37.1988531339,56.3997058966,1
3483,-3.70575253335,50.4512211097,18.3264331386
3484,5.8823580425,51.4233514972,30.0150486351
3518,38.7367675196,44.689667359,1.04270770308
3535,6.14935502093,29.025050914,1
3558,-4.96828908361,38.281450053,1
3561,37.9019370833,49.8448051182,23.8704436593
3579,1.39330133542,42.5680737315,1
3601,-4.2532816667,37.6858756228,6.63407969433
3609,-1.14583973373,45.3204614348,22.2675390124
3612,-0.744748897066,34.944356324,39.309469683
3623,4.23112232281,28.7895236738,15.9138598491
3634,25.5771157034,54.871105948,1
3651,-5.5850219951,55.910257481,1
3653,0.322004372194,33.5148306046,24.2040945383
3656,-0.679740148872,52.576756024,7.71441439529
3661,7.88214461227,48.5057548599,20.528141667
3677,-9.116524245620001,32.4978377077,7.26927517626
3695,12.9103579434,29.9374486472,39.2665016185
3700,24.1269411247,54.8370357745,31.6930494856
3701,33.848149335,62.6787105098,32.6109297494
3715,28.5828361019,43.8957625093,50
3730,32.2349470461,59.8396000748,1
3736,35.8645154733,53.8520177504,1
3737,-3.52528973631,38.0326445843,16.1928733835
3789,-3.28433443844,33.3117124928,15.8290806099
3826,31.1124130306,63.3549707924,44.1883397472
3840,34.6601214544,66.8084833983,13.9455289976
3844,15.6021060768,31.3596264907,5.34899779974
3845,13.8476223769,32.7630115626,1
3857,1.53094083868,47.7234054061,21.3560225452
3882,18.8605086169,52.7761433523,2.11216039221
3897,7.95205915262,35.4971233718,18.9428692436
3899,11.9680590281,61.2253526043,33.6540151931
3917,-8.765003063649999,38.5005796292,6.85532135731
3919,36.1704065785,49.6032573583,1
3921,21.9305217829,61.5076968224,3.50021023082
3927,-0.813992252338,42.3841566179,34.9020648182
3929,11.9155456432,47.8505316461,37.9881610694
3932,4.76765956076,31.4548375369,10.3533183105
3947,18.3001541571,49.0767416975,1
3948,37.4795870029,31.1632879955,34.1015709242
3960,33.9046610971,51.5686040773,19.9887348618
3972,25.2191836895,50.7809170793,12.987657804
4011,1.16831986049,30.2410240653,1
4033,26.6797635839,47.8991344311,1
4038,27.5165730183,25.1763379319,32.1485986865
4067,18.2012413291,60.034294117,1
4074,10.5325244781,44.7846257824,1
4105,32.0299531687,37.1702293639,31.8142652829
4113,14.0045991587,48.3164865064,1
4116,19.8960503115,47.7067323987,21.6046249504
4148,-2.87090236227,37.6528771624,1
4155,35.2829802071,29.0321710063,1
4162,35.7046266255,30.6961700124,14.1417068104
4164,31.0326596633,40.8880443065,1
4168,19.7782046639,51.6482245036,18.0665407484
4184,17.0221741183,51.7499817824,39.8340066094
4222,36.9213813749,36.1865309049,17.711576793
4225,24.011318839,49.6767281796,50
4233,-17.143030264,65.0939193307,1
4241,-31.5789711588,68.48873759449999,5.3672354455
4245,31.7350453367,30.8349231232,1
4246,0.189543277605,28.3799670221,1
4260,11.7505527132,61.1646350952,13.6250895572
4272,38.796972309,30.1200854372,1
4297,4.46272081191,25.2417218708,1
4299,10.2770907667,28.9780109307,21.0623769925
4300,14.677124096,58.2528198262,22.0840459926
4309,8.79603661022,46.0112192736,18.0653275157
4337,33.1370250277,58.7326289916,17.2814042188
4338,9.156670725290001,46.1691459623,30.2546930647
4375,-9.88996856268,26.4002474068,1
4378,8.82982180033,59.688187914,39.0622888454
4388,-2.3430268126,25.5812230829,1
4390,-3.92817052228,27.5504381457,15.1993442107
4399,-2.03667214727,28.8764756976,1
4403,39.2138373303,35.4331323046,4.94621897541
4432,28.8020696704,54.0516996154,1
4449,-9.09683695713,43.0544517945,15.1838313777
4458,36.578220879,26.2261376595,20.3637281698
4484,3.79234109601,35.678974272,1
4494,10.0133136458,27.3816362972,29.1014296873
4531,26.6522433369,54.0205665059,1
4534,-7.41860870515,43.2399522833,43.4408711615
4568,6.34692801801,46.7145607904,20.5976845562
4571,25.4785887694,50.5314500742,1
4602,6.70641659365,28.4446348671,22.3730261818
4606,15.9258016137,67.8117895673,12.182928761
4610,25.3824968789,54.7686226739,10.1818280269
4611,36.4387007351,40.4451049227,1
4621,26.662197547,27.8082170553,45.8602679444
4626,19.8677277188,40.8312137795,1
4639,20.1411406056,27.2640500891,20.5080327047
4650,25.6415286271,26.0205875447,17.1802958429
4654,18.4044377956,60.4964829211,23.350315008
4655,-5.49194332782,30.1422122171,2.17809920718
4662,23.174717005,29.5999193661,29.6843846817
4669,-3.63929461288,28.9441419641,1
4671,-0.387871507264,34.3072563124,1
4677,23.3476100739,54.1054698426,1
4682,-0.6176644545710001,47.9414317297,23.2224004271
4712,17.7853892356,26.3054782183,1
4739,5.57151251147,26.3673833793,16.704312588
4757,29.1199835675,28.6493827172,18.2233072879
4776,28.5730468479,51.418779735,1
4777,20.3069946754,48.1981712927,40.6598856256
4779,26.5956014663,53.3522198043,3.31730523106
4797,7.77429312378,27.3513359141,1.36930128984
4799,7.4934459939,26.219222964,1
4806,16.11241183,27.9715045,49.1445289566
4808,4.10214467982,29.0395649985,2.81853553453
4812,22.2521837828,54.2482042247,10.8449402325
4829,-8.788165503309999,53.006771565,18.5092298663
4861,23.3523973264,68.583631392,1
4892,-6.52334261054,31.7869529326,1
4902,29.884043527,30.3848917924,1
4909,10.192354429,48.4337628221,12.7649687306
4923,17.4715858469,44.2739445681,1
4948,0.236033782425,32.7203410452,20.4293571369
4950,22.2772210989,43.9336366621,1
4960,2.90912672648,43.1561987608,1
4979,-4.63580819739,30.9826764283,4.71978698521
4981,11.5548909984,30.6193649221,13.7418903556
4990,34.9124916576,53.2253842676,6.30680123648
5019,-4.0938608367,48.0329631881,1
5028,24.3358320345,48.2390334504,1.97116493463
5047,-5.3422509384,32.852169344,50
5050,33.4126487907,25.0902690326,50
5058,20.3155326462,44.0353412319,22.7765236133
5062,13.6190903558,37.4550890581,7.17354567687
5065,-2.69650306755,38.1496905619,1
5077,37.4495516714,25.2358504352,27.1881616535
5083,6.08304664868,50.4253059172,9.97739384584
5099,32.3557789041,27.6020123121,3.9506027665
5123,14.0850957867,42.3179375101,8.42828703646
5163,2.91018227667,43.7101505425,24.4424960942
5169,16.1012289013,56.5595983327,1
5174,28.243131725,39.0728309641,9.72629200083
5185,32.1710989834,39.6861682081,1.55580820797
5197,36.2756187383,30.1874425539,24.3051705478
5203,33.1213706989,49.933806657,1
5211,30.4536564493,53.8889147944,24.3011794405
5213,2.31951961422,34.6422227102,23.2505816016
5231,38.7020733484,39.9862516803,9.39418463791
5250,23.191885409,54.884791477,40.8283780707
5253,-6.30642118956,33.8906503067,1
5268,18.113728619,46.4666344608,27.9164081121
5282,16.5898005836,38.8308407818,13.9602337175
5288,10.542615245,49.1416474519,27.7878113324
5291,17.3649570644,62.3343983813,1
5301,1.61556354486,42.8312196028,35.7921997888
5342,29.2497473767,46.1704881168,1
5386,21.9753344239,42.1276730534,22.9693051732
5387,27.2107887711,31.2346929779,1
5400,39.0525750328,58.6088059702,30.0974716444
5404,-15.319987125,65.1663061748,1
5409,29.3019328243,54.4891016893,7.92590521735
5410,10.0281086824,31.2015559581,5.9864472569
5422,-5.25292764197,30.0725071218,49.8876226113
5424,8.571479374999999,50.9579139792,29.1002264843
5452,36.9501750329,27.7147576204,1
5474,-6.07622519201,27.4786693982,1
5481,18.284749327,60.2149767023,1
5488,8.421476197700001,60.3660159867,22.5061703385
5493,7.2755209082,59.076793476,21.2481569901
5496,14.6341418371,25.7686434422,1.56636307749
5514,33.3131618407,62.7346005746,1
5526,-0.9611234331289999,35.707371539,13.4147761632
5547,22.9536147715,40.4037154006,14.0954501787
5549,34.6248003627,54.1620210455,1
5563,30.6776730225,28.6794246715,8.50395460497
5565,27.4864963123,39.161175863,1
5569,33.142023807,38.0465801746,8.012419663219999
5573,-0.49103140705,45.765907371,1
5575,3.93560764869,29.5471911859,28.9541400699
5579,4.140242473,46.5342933167,21.132808665
5587,31.9039822313,54.7321581592,4.76027274567
5590,29.0381163168,69.212232982,1
5598,1.58221865732,33.0251469525,14.6306221856
